line_number,parent_asin,title,category_depth,category_path,categories_json
34174,B076JFL3QF,Jeffrey Campbell Womens Charlin Clog,4,"Clothing, Shoes & Jewelry > Women > Shoes > Mules & Clogs","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Mules & Clogs""]"
34175,B072DSS26H,"ORAZIO 4-8PCS Leather Bracelet for Men Womens Braided Rope Bangle Cuff Bracelet,7.5-8.5 Inches Adjustable",4,"Clothing, Shoes & Jewelry > Men > Jewelry > Bracelets","[""Clothing, Shoes & Jewelry"", ""Men"", ""Jewelry"", ""Bracelets""]"
34176,B014B68M0S,Grace Lee Womens V Neck Chiffon Long Prom Gowns Homecoming Dresses,4,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses""]"
34177,B00KRRSK2G,Disney Maleficent Cameo Silhouette Disc Pendant Necklace,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces > Pendant Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces"", ""Pendant Necklaces""]"
34178,B077H1BP2H,GAP Men's Crew Neck Cotton T Shirt Everyday Solid Color Short Sleeve,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""T-Shirts""]"
34179,B0919LQ2PM,"ODODOS Women's High-Rise Yoga Shorts with Inner Pocket Workout Running Biker Exercise Shorts-Inseam 5"", White Leopard, X-Large",5,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shorts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Active Shorts""]"
34180,B07N6LY2PG,"Cambridge Select Women's Open Toe T-Strap Chunky Platform Wedge Sandal,9 B(M) US,Green PU",5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Platforms & Wedges","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Platforms & Wedges""]"
34181,B01CGX0EAE,Rocket Dog Women's Camilla Graham Pu Ankle Bootie,2,"Clothing, Shoes & Jewelry > Prime Day: 30% off Select Clothing, Shoes & More for Men, Women, Kids & Baby","[""Clothing, Shoes & Jewelry"", ""Prime Day: 30% off Select Clothing, Shoes & More for Men, Women, Kids & Baby""]"
34182,B0888WGM7M,Instant Message - Take The Road Less Traveled - Women's Short Sleeve Graphic T-Shirt,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]"
34183,B00VGXPXEI,Star Wars Big Boys Storm Trooper Splatter T Shirt (L (10/12)),2,"Clothing, Shoes & Jewelry > Men","[""Clothing, Shoes & Jewelry"", ""Men""]"
34184,B00P5YYTKS,Steven Harris Men's Trumpet Neck Tie,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Accessories > Neckties","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Men"", ""Accessories"", ""Neckties""]"
34185,B00LG7ZIFS,"KEEN Women's Rose Slide Sandal, Indian Teal/Neutral Gray, 8 M US",3,"Clothing, Shoes & Jewelry > Women > Shoes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes""]"
34186,B01N9MEVDD,"Sterling Silver .925 Large Cross Pendant with Round Cubic Zirconia (CZ) Stones. Large Bail to fit Wide Chains, Hand Polished",4,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces""]"
34187,B000XJJOD2,Beverly Feldman Women's Ophelia High Heel Sandal,5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Heeled Sandals","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Heeled Sandals""]"
34188,B08NSS914Z,ULTRANICE Women's Buttons Up V Neck Tops Causal Sleeveless/Long Sleeve T Shirts Blouses,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > Tanks & Camis","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tanks & Camis""]"
34189,B094FZ3F7C,"3 Pieces Patriotic Headband, American Flag Headband, Colorful Hairy Headband for Independence Day Labor Day",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Headbands","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Hats & Caps"", ""Headbands""]"
34190,B08GFHZHWM,"Gem Stone King 925 Sterling Silver Blue Sapphire Flower Ring For Women By Keren Hanan (1.68 Cttw, Gemstone Birthstone, Available In Size 5, 6, 7, 8, 9)",5,"Clothing, Shoes & Jewelry > Women > Jewelry > Rings > Statement","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Rings"", ""Statement""]"
34191,B016TWT0TY,"Sterling Silver Rose Gold Rolo Chain Necklace 16-24""",4,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces""]"
34192,B00OVBV3ZU,NIKE JORDAN CP3.VIII 684855,6,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Team Sports > Basketball","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Team Sports"", ""Basketball""]"
34193,B01G7CY80M,adidas Originals NMD_R1 Pk Mens Running Trainers Sneakers Shoes Prime Knit (UK,5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Running","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Running""]"
34194,B07DVLB4FX,New Balance Women's 574 V2 Sneaker,4,"Clothing, Shoes & Jewelry > Women > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Fashion Sneakers""]"
34195,B0B52TPRJ8,Itotoheart Unicorn Costume For Girls Halloween Tutu Dress Up Clothes Birthday,5,"Clothing, Shoes & Jewelry > Costumes & Accessories > Kids & Baby > Girls > Costumes","[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Kids & Baby"", ""Girls"", ""Costumes""]"
34196,B0742PYSD8,"Reebok Men's Drawstring Shorts - Athletic Running & Workout Short - Midnight Black Heather, Large",5,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shorts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Active"", ""Active Shorts""]"
34197,B075HF145R,Hawaii Flower Lei Embroidered Premium Quality Cotton Hat Golf Baseball Cap AYO1036,5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Baseball Caps","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Hats & Caps"", ""Baseball Caps""]"
34198,B07BXVTF4R,Lyssé Women's Cotton Capri,4,"Clothing, Shoes & Jewelry > Women > Clothing > Leggings","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Leggings""]"
34199,B00K67BWEA,Carrie Hughes Mens Steampunk Bronze Automatic Watch Leather CH368,4,"Clothing, Shoes & Jewelry > Men > Watches > Wrist Watches","[""Clothing, Shoes & Jewelry"", ""Men"", ""Watches"", ""Wrist Watches""]"
34200,B0711TXRXB,ASMAX HaoDuoYi Women Casual Open Front Cape Trench Duster Coat Longline Blazer Cape,4,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests""]"
34201,B071L8V12L,"SIKELO Lightweight Men and Womens Quick-Dry Sports Water Shoes, Deep Blue, XL- US Women- 11-11.5 - Men- 9.5-10 (EU 43-44)",3,"Clothing, Shoes & Jewelry > Women > Shoes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes""]"
34202,B018YA06RO,James & Erin Women's Embroidered Peasant Top,3,"Clothing, Shoes & Jewelry > Women > Clothing","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing""]"
34203,B07VVD3CFK,IMOZY Girls Cotton Tights- White Black Grey Stripes Penguin Rainbows Pantyhose for Toddlers Baby Little and Big Girls,5,"Clothing, Shoes & Jewelry > Girls > Clothing > Socks & Tights > Tights","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Clothing"", ""Socks & Tights"", ""Tights""]"
34204,B00M3J3EKE,Cushe Getaway-U,5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Walking","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Walking""]"
34205,B00MJ53OBG,"SHAPERX Women's Steel Boned Corset Gothic Stripe Steampunk Velvet Princess Waist Training Vest, SZ1918-2-Black-3XL",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Bustiers & Corsets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Bustiers & Corsets""]"
34206,B00N9RXWP6,"Victorinox Travel Power Strip, Black/Red Logo, One Size",3,"Clothing, Shoes & Jewelry > Luggage & Travel Gear > Travel Accessories","[""Clothing, Shoes & Jewelry"", ""Luggage & Travel Gear"", ""Travel Accessories""]"
34207,B07VGTBJZ9,HALSTON Women's Leather Combo Jacket,5,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Leather & Faux Leather","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests"", ""Leather & Faux Leather""]"
34208,B08RMJLVZB,White Elegance Women's Modest White Full Length Long Sleeve Cotton Special Occasion Dress with Button Down Front,5,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses > Formal","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Formal""]"
34209,B00F1741IE,Kenneth Cole Reaction Swirl-S Nite Wedge (Little Kid/Big Kid),4,"Clothing, Shoes & Jewelry > Girls > Shoes > Sandals","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Shoes"", ""Sandals""]"
34210,B004DEPQOY,ASICS Mens Gel-DS Trainer 16,5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Running","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Running""]"
34211,B00RG1AZHY,Alex and Ani Women's Cupid's Heart Charm Bangle Rafaelian Silver Finish One Size,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Bangle","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Bracelets"", ""Bangle""]"
34212,B014P09X3K,Sunblume Women's Bodycon Lace Cocktail Party Evening Formal Gown Dress,5,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses > Cocktail","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Cocktail""]"
34213,B098ST3N85,CQXSKWZ Philza Merch Blue Crossed Hardcore Hearts Front Hoodie Sweatshirt Men/Women Ph1LzA Hoodies Harajuku Pullover,4,"Clothing, Shoes & Jewelry > Men > Clothing > Fashion Hoodies & Sweatshirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Fashion Hoodies & Sweatshirts""]"
34214,B07MQWL98P,ChinFun Women's Beach Swimwear Knee Length Mesh Cover Up Soft Pareo Swimsuit Wrap Solid Black,5,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Cover-Ups","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Cover-Ups""]"
34215,B00LVBFFA2,"Silver Colored Metal Cubic Zirconia Snowflake Post Earrings, Clear",5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Stud","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Stud""]"
34216,B06W585BDT,"Silo Shirts BLUE Christian Laettner ""I Still Love Laettner"" T-Shirt",5,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Active"", ""Active Shirts & Tees""]"
34217,B07B4Z31KL,Skechers Women's Keepsakes 2.0-Big Button Slouch Mid Boot Fashion,5,"Clothing, Shoes & Jewelry > Women > Shoes > Boots > Ankle & Bootie","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Boots"", ""Ankle & Bootie""]"
34218,B09HXT74XQ,Dance Like Shirt Women Christmas T Shirts Shine Love Shirts Christmas Funny Tshirt Xmas Party Gifts Tees,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]"
34219,B06XDXRLLM,Ben Junot - Catholic Divine Mercy Rosary Necklace - Prayer Beads - 24 in,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces > Y-Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces"", ""Y-Necklaces""]"
34220,B01K4J0R2M,LOVIRS Womens Yellow Office Basic Slip on Pumps Stiletto Mid-Heel Pointy Toe Shoes for Party Dress 9 M US,3,"Clothing, Shoes & Jewelry > Women > Shoes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes""]"
34221,B01KRFQYAC,Viosi Mens RFID Wallet Genuine Leather Canvas Flip Up ID Window Wallet (USA Flag),5,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Wallets, Card Cases & Money Organizers"", ""Wallets""]"
34222,B00LZIYHS2,Sunny Fashion Girls' Dress Purple Bow Tie Floral Party Princess,5,"Clothing, Shoes & Jewelry > Girls > Clothing > Dresses > Casual","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Clothing"", ""Dresses"", ""Casual""]"
34223,B00NERGOEM,"Speedo Men's Hydro Comfort 2.0 Water Sneaker (Black, 9)",5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Sport Sandals & Slides","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Sport Sandals & Slides""]"
34224,B07D55DZTT,"AONEGOLD Womens Knit Platform Hidden Wedges Sneaker High Top Athletic Walking Shoes High Heel Mesh Fashion(Size 34, Gray)",4,"Clothing, Shoes & Jewelry > Women > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Fashion Sneakers""]"
34225,B07PQR6VCL,BEAUTY CHARM Safety Pin Earrings Stainless Steel Small Hoop Earrings Stud Punk Goth Jewelry Gift for Women Men Couples,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Hoop","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Hoop""]"
34226,B08L4CL626,SheIn Women's 2 Piece Outfit Solid Strappy Rib-Knit Crop Cami Top and Biker Shorts Pant Set Burgundy Small,3,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Yoga""]"
34227,B00BWFXLUI,Arena Boy's Selan Youth F Brief,5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Boys > Jammers","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Competitive Swimwear"", ""Boys"", ""Jammers""]"
34228,B002O8WCSO,Burberry BE4074 Sunglasses-3169/87 Black (Gray Lens)-58mm,5,"Clothing, Shoes & Jewelry > Women > Accessories > Sunglasses & Eyewear Accessories > Sunglasses","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Sunglasses & Eyewear Accessories"", ""Sunglasses""]"
34229,B01BPJJRWQ,Cute St. Patricks Day Shenanigans Womens and Girls T-Shirt,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]"
34230,B08SVVFF6H,Edihyeo Women Printed Pleated Tank Top Casual Sleeveless Swing Flare Tunic Shirt,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > Tanks & Camis","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tanks & Camis""]"
34231,B07JJXW71Y,"Roamans Women's Plus Size Modern Stretch Blazer Jacket - 16 W, Black",5,"Clothing, Shoes & Jewelry > Women > Clothing > Suiting & Blazers > Blazers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Suiting & Blazers"", ""Blazers""]"
34232,B004N9TT7Y,New Balance MW10GR MW10 Men's Minimus Life Walking Shoe,5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Walking","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Walking""]"
34233,B001AP1QG6,"Brooks Women's Fiona Bra,Black,38C",7,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Bras > Sports Bras","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Bras"", ""Sports Bras""]"
34234,B074HHLKP8,XL-ZIP-12029 - Mens Designer Pattern XL - EXTRA LONG Zipper Necktie,5,"Clothing, Shoes & Jewelry > Men > Accessories > Ties, Cummerbunds & Pocket Squares > Neckties","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Ties, Cummerbunds & Pocket Squares"", ""Neckties""]"
34235,B00BCO9G1M,"Vibram FiveFingers KMD Sport - Mens - red/grey/black, vibram 41",5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Running","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Running""]"
34236,B07YY7ZXYK,Music Note Necklace Earrings Ring Women Girls Treble Clefe Necklace and Earrings Set Musical Symbols Jewelry Music Lover Gift for Birthday Anniversay …,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Drop & Dangle","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Drop & Dangle""]"
34237,B0196A59GY,ABCsell 22mm Milanese Stainless Steel Wrist Watch Band,4,"Clothing, Shoes & Jewelry > Women > Watches > Wrist Watches","[""Clothing, Shoes & Jewelry"", ""Women"", ""Watches"", ""Wrist Watches""]"
34238,B071WWFBC6,Gotoly Women's Seamless Firm Control Shapewear Open Bust Bodysuit Body Shaper,7,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Shapewear > Bodysuits","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Shapewear"", ""Bodysuits""]"
34239,B09V89LPKF,"Miabella Solid 18K Gold Over Sterling Silver Italian 1.5mm Diamond-Cut Braided Rope Chain Necklace for Men Women, 925 Sterling Silver Made in Italy",4,"Clothing, Shoes & Jewelry > Men > Jewelry > Necklaces","[""Clothing, Shoes & Jewelry"", ""Men"", ""Jewelry"", ""Necklaces""]"
34240,B07FCCVMCX,Calvin Klein Roxy Goat Split Leather Flap Over Chain Detail Crossbody,4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Crossbody Bags""]"
34241,B0086WQ2I8,J.B. Extreme Mesh Hiker GT (2 Pairs) (Charcoal),5,"Clothing, Shoes & Jewelry > Men > Clothing > Socks & Hosiery > Socks","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Socks & Hosiery"", ""Socks""]"
34242,B00E4X1FDU,LA Speedy Men's 5 Pocket Cargo Pocket Sweatpants,6,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Pants > Sweatpants","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Active"", ""Active Pants"", ""Sweatpants""]"
34243,B088WVRFZS,Angashion Women's Jumpsuits - Crewneck One Off Shoulder Short Sleeve Elastic Waist Romper Playsuits Black White XXL,5,"Clothing, Shoes & Jewelry > Women > Clothing > Jumpsuits, Rompers & Overalls > Rompers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jumpsuits, Rompers & Overalls"", ""Rompers""]"
34244,B00ASIXR3Q,World Pride Men's Gladiator Helmet Sword Bead Charm Leather Bracelet Adjustable Wirstband,3,"Clothing, Shoes & Jewelry > Men > Jewelry","[""Clothing, Shoes & Jewelry"", ""Men"", ""Jewelry""]"
34245,B09HNY4SY6,Silpada 'Double Take' Chalcedony Ring in Sterling Silver,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Rings > Statement","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Rings"", ""Statement""]"
34246,B00GH0F2DW,"Speed Limit 98 Womens Rosa Chunky High Heel Lace Up Ankle Boot Bootie, Color:BlackIMSU,Size:10",5,"Clothing, Shoes & Jewelry > Women > Shoes > Boots > Ankle & Bootie","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Boots"", ""Ankle & Bootie""]"
34247,B091MRGR7K,"Zakey Professional Golf Shoes Spikes for Men White Black Waterproof Golf Sneakers Outdoor Anti Slip Walking Footwear for Male (10,White)",5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Golf","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Golf""]"
34248,B00U7ZUBAM,Levi's Unisex-Child Henry Core-K,4,"Clothing, Shoes & Jewelry > Girls > Shoes > Sneakers","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Shoes"", ""Sneakers""]"
34249,B09K44J4DK,2 Set Newborn Winter Beanie Hats Gloves Kit for Baby Girls Boys Infant Toddler Warm Knitted Hats Glove Autumn Spring,5,"Clothing, Shoes & Jewelry > Baby > Baby Girls > Accessories > Hats & Caps","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Girls"", ""Accessories"", ""Hats & Caps""]"
34250,B07T9FY4GY,Defender Men's Cool Dry Compression Baselayer Sleeveless Muscle T-Shirt,6,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Base Layers & Compression > Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Active"", ""Base Layers & Compression"", ""Shirts""]"
34251,B0088QMVJG,Boutique 9 Women's Nalanee,4,"Clothing, Shoes & Jewelry > Women > Shoes > Pumps","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Pumps""]"
34252,B019Q2ENN2,"Easy Spirit Women's YAMINI Gladiator Sandal, Light Grey, 6 M US",3,"Clothing, Shoes & Jewelry > Women > Shoes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes""]"
34253,B08YN3TLJ9,Summer Tops for Women Oversized Tshirts for Women Blue M,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]"
34254,B000GBGHEQ,L.B. Evans Men's Kent,4,"Clothing, Shoes & Jewelry > Men > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Slippers""]"
34255,B007L61A8C,NIKE Air Force 1 Low Mens Basketball Shoes 488298-101 White 8.5 M US,3,"Clothing, Shoes & Jewelry > Men > Shoes","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes""]"
34256,B08RDNPLP2,Winter Cute Funny Husky Dog Fashion Face Mask With Filter Pocket Washable Face Bandanas Dust-Proof Balaclava Reusable Fabric Mask For Men Women,5,"Clothing, Shoes & Jewelry > Men > Accessories > Hats & Caps > Balaclavas","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Hats & Caps"", ""Balaclavas""]"
34257,B08SJZXHXY,YL Mother and Daughter Bracelets Sterling Silver Mum Hold Child Heart Bracelet Jewelry for Mom,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Link","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Bracelets"", ""Link""]"
34258,B00L6A7OGQ,Nine West Women's Elope Dress Pump,4,"Clothing, Shoes & Jewelry > Women > Shoes > Pumps","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Pumps""]"
34259,B000JQLT9G,"Audrey Hepburn "" Breakfast at Tiffany's"" Wallet",5,"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Wallets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Wallets, Card Cases & Money Organizers"", ""Wallets""]"
34260,B09GYNKGFL,Toddler Boys Girls Grip Socks Non Slip Breathable Soft Kids Baby Cotton Socks 12 Pairs,5,"Clothing, Shoes & Jewelry > Baby > Baby Girls > Accessories > Socks","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Girls"", ""Accessories"", ""Socks""]"
34261,B00CSZ6FT0,Captain with Ships Wheel Embroidered Baseball Cap - Navy,5,"Clothing, Shoes & Jewelry > Men > Accessories > Hats & Caps > Baseball Caps","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Hats & Caps"", ""Baseball Caps""]"
34262,B00ZFM6OAI,Giorgio Brutini Men's Willet Oxford,4,"Clothing, Shoes & Jewelry > Men > Shoes > Oxfords","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Oxfords""]"
34263,B01KXU9X7C,Canada Goose Lodge Jacket - Men's Red/Black Medium,6,"Clothing, Shoes & Jewelry > Men > Clothing > Jackets & Coats > Active & Performance > Insulated","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Jackets & Coats"", ""Active & Performance"", ""Insulated""]"
34264,B087QMPXPV,Coach Crossbody Jes Convertible Beltbag Chalk Multicolor Leather Logo 97654,4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Crossbody Bags""]"
34265,B00HSCYDA6,Steve Madden Women's SMW00087-02 Analog Display Quartz Black Watch,4,"Clothing, Shoes & Jewelry > Women > Watches > Wrist Watches","[""Clothing, Shoes & Jewelry"", ""Women"", ""Watches"", ""Wrist Watches""]"
34266,B0085IF2IY,Carhartt Men's Straight Fit Straight Leg,4,"Clothing, Shoes & Jewelry > Men > Clothing > Jeans","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Jeans""]"
34267,B0971YMPCR,Core 10 Women's Super Soft Fleece Straight Leg Jogger Sweatpant,6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Pants > Sweatpants","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Active Pants"", ""Sweatpants""]"
34268,B00LUNZWSQ,Crocs Kids' CC Batman Clog,4,"Clothing, Shoes & Jewelry > Boys > Shoes > Clogs & Mules","[""Clothing, Shoes & Jewelry"", ""Boys"", ""Shoes"", ""Clogs & Mules""]"
34269,B0B8SQ2SVX,HELLHERO Kids Sneakers Boys Girls Walking Running Shoes Athletic Sports,5,"Clothing, Shoes & Jewelry > Girls > Shoes > Athletic > Running","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Shoes"", ""Athletic"", ""Running""]"
