path,depth,parent_path,category,product_count,terminal_product_count
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Men > Briefs",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Men",Briefs,1,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Accessories",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Accessories,1,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Bodystockings",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Bodystockings,2,2
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Bras",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Bras,4,4
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Bustiers & Corsets",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Bustiers & Corsets,10,10
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Costumes",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Costumes,19,19
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Dresses",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Dresses,10,10
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Hosiery",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Hosiery,4,4
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Lingerie Sets",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Lingerie Sets,20,20
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Panties",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Panties,3,3
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women > Teddies & Bodysuits",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel > Women",Teddies & Bodysuits,4,4
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys > Accessories",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys",Accessories,9,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys > Hoodies",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys",Hoodies,13,13
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys > Sleepwear & Robes",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys",Sleepwear & Robes,3,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys > Socks",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys",Socks,1,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys > Sweaters",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys",Sweaters,1,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys > Sweatshirts",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys",Sweatshirts,1,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys > Tops & Tees",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Boys",Tops & Tees,43,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls > Accessories",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls",Accessories,12,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls > Clothing Sets",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls",Clothing Sets,1,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls > Hoodies",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls",Hoodies,8,8
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls > Sleep & Lounge",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls",Sleep & Lounge,2,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls > Socks & Tights",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls",Socks & Tights,2,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls > Swimwear",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls",Swimwear,16,16
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls > Tops & Tees",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls",Tops & Tees,29,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Accessories",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Accessories,205,10
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Hoodies",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Hoodies,167,167
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Jackets & Coats",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Jackets & Coats,8,8
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Pants",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Pants,6,6
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Shirts",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Shirts,1096,3
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Shorts",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Shorts,1,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Sleep & Lounge",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Sleep & Lounge,7,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Socks",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Socks,64,64
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Sweaters",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Sweaters,9,9
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Sweatshirts",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Sweatshirts,19,19
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Swimwear",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Swimwear,7,7
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Underwear",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men",Underwear,10,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Accessories",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Accessories,160,6
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Dresses",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Dresses,62,62
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Hoodies",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Hoodies,64,64
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Jackets & Coats",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Jackets & Coats,5,5
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Leggings",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Leggings,14,14
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Pants & Capris",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Pants & Capris,16,16
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Shorts",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Shorts,7,7
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Skirts",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Skirts,82,82
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Sleep & Lounge",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Sleep & Lounge,38,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Socks & Hosiery",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Socks & Hosiery,51,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Sweaters",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Sweaters,4,4
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Sweatshirts",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Sweatshirts,27,27
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Swimwear",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Swimwear,2,2
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Tops & Tees,686,0
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Underwear",6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women",Underwear,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Boys > Tights, Pants & Shorts > Shorts",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Boys > Tights, Pants & Shorts",Shorts,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Hats & Headwear > Caps",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Hats & Headwear",Caps,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Tights, Pants & Shorts > Bib Pants",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Tights, Pants & Shorts",Bib Pants,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Tights, Pants & Shorts > Bib Shorts",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Tights, Pants & Shorts",Bib Shorts,6,6
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Tights, Pants & Shorts > Shorts",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Tights, Pants & Shorts",Shorts,19,19
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Tights, Pants & Shorts > Tights & Pants",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Tights, Pants & Shorts",Tights & Pants,10,10
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women > Tights, Pants & Shorts > Shorts",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women > Tights, Pants & Shorts",Shorts,8,8
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women > Tights, Pants & Shorts > Tights & Pants",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women > Tights, Pants & Shorts",Tights & Pants,7,7
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men > Accessories > Belts",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men > Accessories",Belts,50,50
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women > Accessories > Belts",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women > Accessories",Belts,39,39
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men > Jackets > Softshell Jackets",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men > Jackets",Softshell Jackets,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Boys > Bibs & Pants > Pants",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Boys > Bibs & Pants",Pants,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Girls > Bibs & Pants > Bibs",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Girls > Bibs & Pants",Bibs,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Bibs & Pants > Bibs",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Bibs & Pants",Bibs,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Bibs & Pants > Pants",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Bibs & Pants",Pants,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women > Bibs & Pants > Bibs",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women > Bibs & Pants",Bibs,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women > Bibs & Pants > Pants",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women > Bibs & Pants",Pants,6,6
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Women > Skirts & Skorts > Skorts",6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Women > Skirts & Skorts",Skorts,1,1
"Clothing, Shoes & Jewelry > Women > Accessories > Special Occasion Accessories > Bridal Accessories > Bridal Veils",6,"Clothing, Shoes & Jewelry > Women > Accessories > Special Occasion Accessories > Bridal Accessories",Bridal Veils,8,8
"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases > Business Card Cases",6,"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases",Business Card Cases,7,7
"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases > Card Cases",6,"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases",Card Cases,18,18
"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases > Commuter Pass Cases",6,"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases",Commuter Pass Cases,1,1
"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases > ID Cases",6,"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases",ID Cases,3,3
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Pants > Sweatpants",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Pants",Sweatpants,72,72
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Pants > Track Pants",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Pants",Track Pants,12,12
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees > Button-Down Shirts",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees",Button-Down Shirts,2,2
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees > Polos",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees",Polos,6,6
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees > T-Shirts",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees",T-Shirts,43,43
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees > Tank Tops",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees",Tank Tops,46,46
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Base Layers & Compression > Compression Pants & Tights",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Base Layers & Compression",Compression Pants & Tights,33,33
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Base Layers & Compression > Compression Socks",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Base Layers & Compression",Compression Socks,16,16
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Base Layers & Compression > Shirts",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Base Layers & Compression",Shirts,6,6
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Base Layers & Compression > Shorts",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Base Layers & Compression",Shorts,7,7
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Sets > Active Sweatsuits",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Sets",Active Sweatsuits,18,18
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Sets > Tracksuits",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Sets",Tracksuits,84,84
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Sets > Workout Top & Bottom Sets",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Sets",Workout Top & Bottom Sets,5,5
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Skirts & Skorts > Active Skirts",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Skirts & Skorts",Active Skirts,22,22
"Clothing, Shoes & Jewelry > Women > Clothing > Active > Skirts & Skorts > Active Skorts",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Skirts & Skorts",Active Skorts,16,16
"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Active & Performance > Fleece",6,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Active & Performance",Fleece,54,54
"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Active & Performance > Insulated Shells",6,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Active & Performance",Insulated Shells,14,14
"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Active & Performance > Wind & Rain",6,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Active & Performance",Wind & Rain,4,4
"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Trench, Rain & Anoraks > Anoraks",6,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Trench, Rain & Anoraks",Anoraks,9,9
"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Trench, Rain & Anoraks > Raincoats",6,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Trench, Rain & Anoraks",Raincoats,49,49
"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Trench, Rain & Anoraks > Trench Coats",6,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Trench, Rain & Anoraks",Trench Coats,25,25
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Accessories",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Accessories,21,0
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Baby Dolls & Chemises",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Baby Dolls & Chemises,26,26
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Bras",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Bras,418,4
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Bustiers & Corsets",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Bustiers & Corsets,13,13
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Camisoles & Tanks",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Camisoles & Tanks,37,37
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Garters & Garter Belts",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Garters & Garter Belts,1,0
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Lingerie Sets",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Lingerie Sets,2,2
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Panties",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Panties,146,8
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Shapewear",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Shapewear,75,1
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Slips",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie",Slips,28,0
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge > Bottoms",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge",Bottoms,79,79
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge > Nightgowns & Sleepshirts",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge",Nightgowns & Sleepshirts,173,173
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge > Robes",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge",Robes,135,135
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge > Sets",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge",Sets,270,270
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge > Tops",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge",Tops,18,18
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Thermal Underwear > Bottoms",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Thermal Underwear",Bottoms,1,1
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Thermal Underwear > Sets",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Thermal Underwear",Sets,13,13
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Thermal Underwear > Tops",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Thermal Underwear",Tops,13,13
"Clothing, Shoes & Jewelry > Women > Clothing > Socks & Hosiery > Socks > Calf Socks",6,"Clothing, Shoes & Jewelry > Women > Clothing > Socks & Hosiery > Socks",Calf Socks,21,21
"Clothing, Shoes & Jewelry > Women > Clothing > Socks & Hosiery > Socks > No Show & Liner Socks",6,"Clothing, Shoes & Jewelry > Women > Clothing > Socks & Hosiery > Socks",No Show & Liner Socks,33,33
"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Bikinis > Bottoms",6,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Bikinis",Bottoms,54,54
"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Bikinis > Sets",6,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Bikinis",Sets,184,184
"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Bikinis > Tops",6,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Bikinis",Tops,48,48
"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Tankinis > Sets",6,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Tankinis",Sets,47,47
"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Tankinis > Tops",6,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Tankinis",Tops,35,35
"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry > Barbells",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry",Barbells,82,82
"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry > Plugs",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry",Plugs,40,40
"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry > Retainers",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry",Retainers,6,6
"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry > Rings",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry",Rings,84,84
"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry > Screws",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry",Screws,14,14
"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry > Studs",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry",Studs,24,24
"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry > Tapers",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry",Tapers,10,10
"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry > Tunnels",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry",Tunnels,36,36
"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Charms & Charm Bracelets > Charm Bracelets",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Charms & Charm Bracelets",Charm Bracelets,35,15
"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Charms & Charm Bracelets > Charms",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Charms & Charm Bracelets",Charms,164,30
"Clothing, Shoes & Jewelry > Women > Maternity > Nursing > Sleep & Lounge > Nightgowns & Sleepshirts",6,"Clothing, Shoes & Jewelry > Women > Maternity > Nursing > Sleep & Lounge",Nightgowns & Sleepshirts,2,2
"Clothing, Shoes & Jewelry > Women > Maternity > Nursing > Sleep & Lounge > Sets",6,"Clothing, Shoes & Jewelry > Women > Maternity > Nursing > Sleep & Lounge",Sets,2,2
"Clothing, Shoes & Jewelry > Women > Maternity > Nursing > Tops & Tees > Knits & Tees",6,"Clothing, Shoes & Jewelry > Women > Maternity > Nursing > Tops & Tees",Knits & Tees,5,5
"Clothing, Shoes & Jewelry > Women > Maternity > Nursing > Tops & Tees > Tanks & Camis",6,"Clothing, Shoes & Jewelry > Women > Maternity > Nursing > Tops & Tees",Tanks & Camis,3,3
